date,market,treatment_arm,wave,treatment_start_day,day_index,post,days_since_treatment,base_price_eur,price_uplift_pct,price_eur,currency,fx_rate,price_local,bookings,revenue_eur,sessions,cr_checkout_to_sale,marketing_spend_eur,ltv_eur,churn_rate,gdp_per_capita,week_of_year,day_of_week,is_weekend
2024-02-22,IT,+5%,1,91,53,0,0,89.0,0.0,89.0,EUR,1.0072,89.64,432,38448.0,13084,0.033,157.71,366.11,0.0612,34000,8,3,0
2024-02-23,IT,+5%,1,91,54,0,0,89.0,0.0,89.0,EUR,1.0023,89.21,418,37202.0,12860,0.0325,168.18,359.29,0.0737,34000,8,4,0
2024-02-24,IT,+5%,1,91,55,0,0,89.0,0.0,89.0,EUR,1.0073,89.65,457,40673.0,13560,0.0337,171.97,371.81,0.0791,34000,8,5,1
2024-02-25,IT,+5%,1,91,56,0,0,89.0,0.0,89.0,EUR,0.9925,88.33,465,41385.0,15689,0.0296,128.83,378.25,0.06,34000,8,6,1
2024-02-26,IT,+5%,1,91,57,0,0,89.0,0.0,89.0,EUR,1.0063,89.56,421,37469.0,12462,0.0338,139.92,360.07,0.0683,34000,9,0,0
2024-02-27,IT,+5%,1,91,58,0,0,89.0,0.0,89.0,EUR,1.0033,89.3,448,39872.0,13772,0.0325,140.54,380.55,0.0626,34000,9,1,0
2024-02-28,IT,+5%,1,91,59,0,0,89.0,0.0,89.0,EUR,0.9959,88.64,446,39694.0,15844,0.0281,167.68,362.79,0.0614,34000,9,2,0
2024-02-29,IT,+5%,1,91,60,0,0,89.0,0.0,89.0,EUR,1.0023,89.2,422,37558.0,14662,0.0288,181.23,381.64,0.0751,34000,9,3,0
2024-03-01,IT,+5%,1,91,61,0,0,89.0,0.0,89.0,EUR,0.9978,88.8,461,41029.0,12784,0.0361,148.41,357.83,0.0731,34000,9,4,0
2024-03-02,IT,+5%,1,91,62,0,0,89.0,0.0,89.0,EUR,1.0118,90.05,468,41652.0,15901,0.0294,152.94,370.33,0.0677,34000,9,5,1
2024-03-03,IT,+5%,1,91,63,0,0,89.0,0.0,89.0,EUR,0.9928,88.36,477,42453.0,16398,0.0291,136.77,369.2,0.0552,34000,9,6,1
2024-03-04,IT,+5%,1,91,64,0,0,89.0,0.0,89.0,EUR,1.0124,90.11,397,35333.0,11073,0.0359,169.16,363.69,0.058,34000,10,0,0
2024-03-05,IT,+5%,1,91,65,0,0,89.0,0.0,89.0,EUR,1.0125,90.11,402,35778.0,12369,0.0325,163.22,359.36,0.0649,34000,10,1,0
2024-03-06,IT,+5%,1,91,66,0,0,89.0,0.0,89.0,EUR,1.0016,89.14,399,35511.0,12781,0.0312,136.82,376.03,0.0768,34000,10,2,0
2024-03-07,IT,+5%,1,91,67,0,0,89.0,0.0,89.0,EUR,1.0048,89.43,421,37469.0,13634,0.0309,145.42,367.48,0.0645,34000,10,3,0
2024-03-08,IT,+5%,1,91,68,0,0,89.0,0.0,89.0,EUR,0.9968,88.72,448,39872.0,13693,0.0327,146.53,370.9,0.0591,34000,10,4,0
2024-03-09,IT,+5%,1,91,69,0,0,89.0,0.0,89.0,EUR,1.0052,89.46,490,43610.0,15467,0.0317,159.54,365.59,0.0727,34000,10,5,1
2024-03-10,IT,+5%,1,91,70,0,0,89.0,0.0,89.0,EUR,1.0138,90.22,449,39961.0,12991,0.0346,156.89,376.72,0.0715,34000,10,6,1
2024-03-11,IT,+5%,1,91,71,0,0,89.0,0.0,89.0,EUR,1.0083,89.74,411,36579.0,14670,0.028,140.06,352.53,0.072,34000,11,0,0
2024-03-12,IT,+5%,1,91,72,0,0,89.0,0.0,89.0,EUR,1.0025,89.22,375,33375.0,12264,0.0306,145.65,358.43,0.0676,34000,11,1,0
2024-03-13,IT,+5%,1,91,73,0,0,89.0,0.0,89.0,EUR,1.0113,90.01,386,34354.0,12586,0.0307,155.9,366.96,0.0662,34000,11,2,0
2024-03-14,IT,+5%,1,91,74,0,0,89.0,0.0,89.0,EUR,1.0131,90.16,393,34977.0,12993,0.0302,150.4,360.71,0.0735,34000,11,3,0
2024-03-15,IT,+5%,1,91,75,0,0,89.0,0.0,89.0,EUR,1.0074,89.66,400,35600.0,12420,0.0322,143.32,358.68,0.0675,34000,11,4,0
2024-03-16,IT,+5%,1,91,76,0,0,89.0,0.0,89.0,EUR,1.0147,90.31,423,37647.0,12201,0.0347,166.71,360.36,0.0686,34000,11,5,1
2024-03-17,IT,+5%,1,91,77,0,0,89.0,0.0,89.0,EUR,1.0044,89.39,423,37647.0,13022,0.0325,130.35,378.06,0.0631,34000,11,6,1
2024-03-18,IT,+5%,1,91,78,0,0,89.0,0.0,89.0,EUR,1.0015,89.13,388,34532.0,16970,0.0229,132.66,372.0,0.0685,34000,12,0,0
2024-03-19,IT,+5%,1,91,79,0,0,89.0,0.0,89.0,EUR,0.9987,88.89,397,35333.0,15573,0.0255,152.85,376.29,0.0663,34000,12,1,0
2024-03-20,IT,+5%,1,91,80,0,0,89.0,0.0,89.0,EUR,1.003,89.27,415,36935.0,14800,0.028,128.24,374.25,0.0672,34000,12,2,0
2024-03-21,IT,+5%,1,91,81,0,0,89.0,0.0,89.0,EUR,0.9986,88.88,395,35155.0,11874,0.0333,146.89,364.46,0.0595,34000,12,3,0
2024-03-22,IT,+5%,1,91,82,0,0,89.0,0.0,89.0,EUR,0.9865,87.8,397,35333.0,12827,0.0309,179.09,362.49,0.0642,34000,12,4,0
2024-03-23,IT,+5%,1,91,83,0,0,89.0,0.0,89.0,EUR,1.0107,89.95,422,37558.0,12348,0.0342,151.91,379.87,0.0602,34000,12,5,1
2024-03-24,IT,+5%,1,91,84,0,0,89.0,0.0,89.0,EUR,1.0004,89.04,403,35867.0,11844,0.034,151.03,366.52,0.062,34000,12,6,1
2024-03-25,IT,+5%,1,91,85,0,0,89.0,0.0,89.0,EUR,0.9947,88.53,374,33286.0,12090,0.0309,155.02,369.13,0.0515,34000,13,0,0
2024-03-26,IT,+5%,1,91,86,0,0,89.0,0.0,89.0,EUR,0.9879,87.93,355,31595.0,11008,0.0322,152.11,372.39,0.0662,34000,13,1,0
2024-03-27,IT,+5%,1,91,87,0,0,89.0,0.0,89.0,EUR,0.9952,88.57,377,33553.0,11916,0.0316,158.05,376.65,0.0582,34000,13,2,0
2024-03-28,IT,+5%,1,91,88,0,0,89.0,0.0,89.0,EUR,1.0,89.0,377,33553.0,13219,0.0285,176.01,369.82,0.0712,34000,13,3,0
2024-03-29,IT,+5%,1,91,89,0,0,89.0,0.0,89.0,EUR,1.0013,89.12,423,37647.0,13324,0.0317,138.09,370.71,0.0543,34000,13,4,0
2024-03-30,IT,+5%,1,91,90,0,0,89.0,0.0,89.0,EUR,0.9894,88.06,459,40851.0,15582,0.0295,141.07,368.58,0.0635,34000,13,5,1
2024-03-31,IT,+5%,1,91,91,1,0,89.0,5.0,93.45,EUR,1.0004,93.49,451,42145.95,13999,0.0322,132.27,375.28,0.0593,34000,13,6,1
2024-04-01,IT,+5%,1,91,92,1,1,89.0,5.0,93.45,EUR,1.0008,93.52,411,38407.95,11988,0.0343,134.58,360.1,0.0631,34000,14,0,0
2024-04-02,IT,+5%,1,91,93,1,2,89.0,5.0,93.45,EUR,1.0002,93.47,412,38501.4,13367,0.0308,137.86,366.1,0.0598,34000,14,1,0
2024-04-03,IT,+5%,1,91,94,1,3,89.0,5.0,93.45,EUR,1.0031,93.74,415,38781.75,12830,0.0323,140.64,371.08,0.066,34000,14,2,0
2024-04-04,IT,+5%,1,91,95,1,4,89.0,5.0,93.45,EUR,0.9868,92.21,439,41024.55,12543,0.035,164.51,368.23,0.059,34000,14,3,0
2024-04-05,IT,+5%,1,91,96,1,5,89.0,5.0,93.45,EUR,1.0012,93.56,445,41585.25,12652,0.0352,164.19,361.8,0.066,34000,14,4,0
2024-04-06,IT,+5%,1,91,97,1,6,89.0,5.0,93.45,EUR,0.9877,92.3,476,44482.2,14778,0.0322,148.55,368.74,0.0661,34000,14,5,1
2024-04-07,IT,+5%,1,91,98,1,7,89.0,5.0,93.45,EUR,1.0002,93.47,496,46351.2,15732,0.0315,153.44,368.57,0.0686,34000,14,6,1
2024-04-08,IT,+5%,1,91,99,1,8,89.0,5.0,93.45,EUR,0.9919,92.69,435,40650.75,13277,0.0328,169.52,384.26,0.0602,34000,15,0,0
2024-04-09,IT,+5%,1,91,100,1,9,89.0,5.0,93.45,EUR,0.9999,93.44,411,38407.95,13068,0.0315,170.98,368.37,0.0576,34000,15,1,0
2024-04-10,IT,+5%,1,91,101,1,10,89.0,5.0,93.45,EUR,0.9924,92.74,377,35230.65,12548,0.03,151.11,364.03,0.0708,34000,15,2,0
2024-04-11,IT,+5%,1,91,102,1,11,89.0,5.0,93.45,EUR,1.0094,94.33,394,36819.3,12464,0.0316,172.42,370.76,0.0709,34000,15,3,0
2024-04-12,IT,+5%,1,91,103,1,12,89.0,5.0,93.45,EUR,0.9843,91.98,465,43454.25,16117,0.0289,147.17,358.65,0.0724,34000,15,4,0
2024-04-13,IT,+5%,1,91,104,1,13,89.0,5.0,93.45,EUR,0.9971,93.18,424,39622.8,13462,0.0315,157.24,366.45,0.0707,34000,15,5,1
2024-04-14,IT,+5%,1,91,105,1,14,89.0,5.0,93.45,EUR,1.0038,93.8,429,40090.05,11609,0.037,156.09,376.52,0.0563,34000,15,6,1
2024-04-15,IT,+5%,1,91,106,1,15,89.0,5.0,93.45,EUR,1.0012,93.56,409,38221.05,13521,0.0302,146.2,373.93,0.07,34000,16,0,0
2024-04-16,IT,+5%,1,91,107,1,16,89.0,5.0,93.45,EUR,0.9999,93.44,399,37286.55,12850,0.031,157.62,372.32,0.05,34000,16,1,0
2024-04-17,IT,+5%,1,91,108,1,17,89.0,5.0,93.45,EUR,1.0044,93.86,424,39622.8,11336,0.0374,131.21,368.22,0.0592,34000,16,2,0
2024-04-18,IT,+5%,1,91,109,1,18,89.0,5.0,93.45,EUR,0.9943,92.92,411,38407.95,13007,0.0316,123.23,377.69,0.0605,34000,16,3,0
2024-04-19,IT,+5%,1,91,110,1,19,89.0,5.0,93.45,EUR,1.0127,94.64,430,40183.5,13042,0.033,171.83,378.31,0.0693,34000,16,4,0
2024-04-20,IT,+5%,1,91,111,1,20,89.0,5.0,93.45,EUR,1.0085,94.25,457,42706.65,14229,0.0321,167.26,361.77,0.0639,34000,16,5,1
2024-04-21,IT,+5%,1,91,112,1,21,89.0,5.0,93.45,EUR,1.0047,93.89,464,43360.8,12730,0.0364,160.96,393.15,0.0663,34000,16,6,1
2024-04-22,IT,+5%,1,91,113,1,22,89.0,5.0,93.45,EUR,1.0115,94.52,427,39903.15,12252,0.0349,155.32,376.78,0.0715,34000,17,0,0
2024-04-23,IT,+5%,1,91,114,1,23,89.0,5.0,93.45,EUR,0.9971,93.18,373,34856.85,11268,0.0331,141.68,381.0,0.0701,34000,17,1,0
2024-04-24,IT,+5%,1,91,115,1,24,89.0,5.0,93.45,EUR,1.0023,93.66,354,33081.3,12567,0.0282,164.17,375.86,0.056,34000,17,2,0
2024-04-25,IT,+5%,1,91,116,1,25,89.0,5.0,93.45,EUR,0.9887,92.39,414,38688.3,13364,0.031,152.49,368.6,0.0774,34000,17,3,0
2024-04-26,IT,+5%,1,91,117,1,26,89.0,5.0,93.45,EUR,0.9878,92.31,411,38407.95,13517,0.0304,174.98,357.93,0.0745,34000,17,4,0
2024-04-27,IT,+5%,1,91,118,1,27,89.0,5.0,93.45,EUR,0.9982,93.29,464,43360.8,15505,0.0299,166.73,366.28,0.0647,34000,17,5,1
2024-04-28,IT,+5%,1,91,119,1,28,89.0,5.0,93.45,EUR,0.9869,92.22,429,40090.05,12278,0.0349,153.02,373.81,0.0657,34000,17,6,1
2024-04-29,IT,+5%,1,91,120,1,29,89.0,5.0,93.45,EUR,0.9816,91.73,402,37566.9,15692,0.0256,146.54,375.87,0.074,34000,18,0,0
2024-04-30,IT,+5%,1,91,121,1,30,89.0,5.0,93.45,EUR,0.9969,93.16,388,36258.6,13116,0.0296,156.96,356.37,0.0744,34000,18,1,0
2024-05-01,IT,+5%,1,91,122,1,31,89.0,5.0,93.45,EUR,0.9954,93.02,381,35604.45,12419,0.0307,134.12,372.48,0.0656,34000,18,2,0
2024-05-02,IT,+5%,1,91,123,1,32,89.0,5.0,93.45,EUR,1.0055,93.96,376,35137.2,12648,0.0297,157.41,376.21,0.0583,34000,18,3,0
2024-05-03,IT,+5%,1,91,124,1,33,89.0,5.0,93.45,EUR,0.9868,92.22,426,39809.7,13182,0.0323,166.79,384.02,0.0606,34000,18,4,0
2024-05-04,IT,+5%,1,91,125,1,34,89.0,5.0,93.45,EUR,0.9991,93.37,475,44388.75,14345,0.0331,165.04,382.19,0.0574,34000,18,5,1
2024-05-05,IT,+5%,1,91,126,1,35,89.0,5.0,93.45,EUR,1.0009,93.53,453,42332.85,15971,0.0284,138.15,373.46,0.0675,34000,18,6,1
2024-05-06,IT,+5%,1,91,127,1,36,89.0,5.0,93.45,EUR,1.0065,94.05,394,36819.3,11501,0.0343,172.21,362.33,0.0626,34000,19,0,0
2024-05-07,IT,+5%,1,91,128,1,37,89.0,5.0,93.45,EUR,0.9933,92.82,406,37940.7,12425,0.0327,157.69,371.46,0.056,34000,19,1,0
2024-05-08,IT,+5%,1,91,129,1,38,89.0,5.0,93.45,EUR,0.998,93.26,387,36165.15,10431,0.0371,143.22,375.76,0.0647,34000,19,2,0
2024-05-09,IT,+5%,1,91,130,1,39,89.0,5.0,93.45,EUR,1.0009,93.53,413,38594.85,12033,0.0343,137.86,362.13,0.0654,34000,19,3,0
2024-05-10,IT,+5%,1,91,131,1,40,89.0,5.0,93.45,EUR,1.0036,93.78,419,39155.55,12522,0.0335,173.1,378.13,0.0666,34000,19,4,0
2024-05-11,IT,+5%,1,91,132,1,41,89.0,5.0,93.45,EUR,0.9964,93.11,488,45603.6,17940,0.0272,117.12,357.93,0.0587,34000,19,5,1
2024-05-12,IT,+5%,1,91,133,1,42,89.0,5.0,93.45,EUR,0.9947,92.95,473,44201.85,17478,0.0271,177.28,381.6,0.0724,34000,19,6,1
2024-05-13,IT,+5%,1,91,134,1,43,89.0,5.0,93.45,EUR,0.9971,93.18,464,43360.8,16025,0.029,177.59,371.17,0.0532,34000,20,0,0
2024-05-14,IT,+5%,1,91,135,1,44,89.0,5.0,93.45,EUR,0.9822,91.78,412,38501.4,11959,0.0344,148.19,360.89,0.0671,34000,20,1,0
2024-05-15,IT,+5%,1,91,136,1,45,89.0,5.0,93.45,EUR,0.9835,91.91,396,37006.2,13733,0.0288,172.26,358.59,0.0545,34000,20,2,0
2024-05-16,IT,+5%,1,91,137,1,46,89.0,5.0,93.45,EUR,0.9965,93.12,406,37940.7,11926,0.034,142.82,364.02,0.0714,34000,20,3,0
2024-05-17,IT,+5%,1,91,138,1,47,89.0,5.0,93.45,EUR,1.0017,93.61,410,38314.5,13577,0.0302,140.26,364.82,0.0559,34000,20,4,0
2024-05-18,IT,+5%,1,91,139,1,48,89.0,5.0,93.45,EUR,1.002,93.64,400,37380.0,13208,0.0303,149.07,363.91,0.0665,34000,20,5,1
2024-05-19,IT,+5%,1,91,140,1,49,89.0,5.0,93.45,EUR,0.9923,92.73,383,35791.35,11808,0.0324,156.25,362.24,0.062,34000,20,6,1
2024-05-20,IT,+5%,1,91,141,1,50,89.0,5.0,93.45,EUR,0.9971,93.18,340,31773.0,10649,0.0319,145.5,368.57,0.0682,34000,21,0,0
2024-05-21,IT,+5%,1,91,142,1,51,89.0,5.0,93.45,EUR,0.9977,93.24,351,32800.95,11271,0.0311,153.09,374.33,0.0688,34000,21,1,0
2024-05-22,IT,+5%,1,91,143,1,52,89.0,5.0,93.45,EUR,1.0036,93.79,350,32707.5,10589,0.0331,146.07,376.82,0.0655,34000,21,2,0
2024-05-23,IT,+5%,1,91,144,1,53,89.0,5.0,93.45,EUR,1.0012,93.56,385,35978.25,13653,0.0282,161.05,372.17,0.0641,34000,21,3,0
2024-05-24,IT,+5%,1,91,145,1,54,89.0,5.0,93.45,EUR,1.0159,94.94,370,34576.5,9954,0.0372,160.71,382.04,0.0658,34000,21,4,0
2024-05-25,IT,+5%,1,91,146,1,55,89.0,5.0,93.45,EUR,1.0006,93.5,430,40183.5,13398,0.0321,146.28,359.32,0.0656,34000,21,5,1
2024-05-26,IT,+5%,1,91,147,1,56,89.0,5.0,93.45,EUR,1.0067,94.08,425,39716.25,12680,0.0335,135.29,364.67,0.0688,34000,21,6,1
2024-05-27,IT,+5%,1,91,148,1,57,89.0,5.0,93.45,EUR,1.0011,93.56,405,37847.25,12050,0.0336,133.79,353.79,0.0502,34000,22,0,0
2024-05-28,IT,+5%,1,91,149,1,58,89.0,5.0,93.45,EUR,1.0031,93.74,374,34950.3,10568,0.0354,134.49,364.34,0.0685,34000,22,1,0
2024-05-29,IT,+5%,1,91,150,1,59,89.0,5.0,93.45,EUR,0.988,92.32,394,36819.3,11615,0.0339,164.69,375.2,0.0649,34000,22,2,0
2024-01-01,MX,+15%,3,121,1,0,0,89.0,0.0,89.0,MXN,18.6898,1663.39,237,21093.0,6181,0.0383,76.97,377.56,0.068,10000,1,0,0
2024-01-02,MX,+15%,3,121,2,0,0,89.0,0.0,89.0,MXN,18.6394,1658.91,188,16732.0,5725,0.0328,85.42,365.48,0.0718,10000,1,1,0
2024-01-03,MX,+15%,3,121,3,0,0,89.0,0.0,89.0,MXN,18.5034,1646.8,172,15308.0,6543,0.0263,64.94,378.71,0.0588,10000,1,2,0
2024-01-04,MX,+15%,3,121,4,0,0,89.0,0.0,89.0,MXN,18.4301,1640.28,232,20648.0,5924,0.0392,73.84,377.07,0.0668,10000,1,3,0
2024-01-05,MX,+15%,3,121,5,0,0,89.0,0.0,89.0,MXN,18.3762,1635.48,218,19402.0,7177,0.0304,77.33,378.43,0.0596,10000,1,4,0
2024-01-06,MX,+15%,3,121,6,0,0,89.0,0.0,89.0,MXN,18.4783,1644.57,254,22606.0,7921,0.0321,65.88,378.78,0.0698,10000,1,5,1
2024-01-07,MX,+15%,3,121,7,0,0,89.0,0.0,89.0,MXN,18.3008,1628.77,202,17978.0,6510,0.031,85.37,375.29,0.0668,10000,1,6,1
2024-01-08,MX,+15%,3,121,8,0,0,89.0,0.0,89.0,MXN,18.4308,1640.34,183,16287.0,5025,0.0364,95.48,385.81,0.0674,10000,2,0,0
2024-01-09,MX,+15%,3,121,9,0,0,89.0,0.0,89.0,MXN,18.6446,1659.37,162,14418.0,4923,0.0329,72.09,368.74,0.0592,10000,2,1,0
2024-01-10,MX,+15%,3,121,10,0,0,89.0,0.0,89.0,MXN,18.3501,1633.16,146,12994.0,5235,0.0279,70.22,364.91,0.0704,10000,2,2,0
2024-01-11,MX,+15%,3,121,11,0,0,89.0,0.0,89.0,MXN,18.4132,1638.78,178,15842.0,6268,0.0284,90.93,368.18,0.0655,10000,2,3,0
2024-01-12,MX,+15%,3,121,12,0,0,89.0,0.0,89.0,MXN,18.7573,1669.4,208,18512.0,6698,0.0311,74.57,372.38,0.0543,10000,2,4,0
2024-01-13,MX,+15%,3,121,13,0,0,89.0,0.0,89.0,MXN,18.4039,1637.95,250,22250.0,6630,0.0377,73.42,366.68,0.0714,10000,2,5,1
2024-01-14,MX,+15%,3,121,14,0,0,89.0,0.0,89.0,MXN,18.2585,1625.01,216,19224.0,6363,0.0339,71.9,363.85,0.0688,10000,2,6,1
2024-01-15,MX,+15%,3,121,15,0,0,89.0,0.0,89.0,MXN,18.4855,1645.21,185,16465.0,5120,0.0361,81.79,365.62,0.0784,10000,3,0,0
2024-01-16,MX,+15%,3,121,16,0,0,89.0,0.0,89.0,MXN,18.5458,1650.57,198,17622.0,5742,0.0345,82.78,381.38,0.0602,10000,3,1,0
2024-01-17,MX,+15%,3,121,17,0,0,89.0,0.0,89.0,MXN,18.5238,1648.62,207,18423.0,7604,0.0272,82.19,359.64,0.0591,10000,3,2,0
2024-01-18,MX,+15%,3,121,18,0,0,89.0,0.0,89.0,MXN,18.7214,1666.21,209,18601.0,6146,0.034,85.27,364.86,0.0578,10000,3,3,0
2024-01-19,MX,+15%,3,121,19,0,0,89.0,0.0,89.0,MXN,18.3423,1632.47,200,17800.0,7215,0.0277,94.64,386.93,0.0619,10000,3,4,0
2024-01-20,MX,+15%,3,121,20,0,0,89.0,0.0,89.0,MXN,18.5086,1647.27,248,22072.0,7800,0.0318,80.42,372.06,0.0586,10000,3,5,1
2024-01-21,MX,+15%,3,121,21,0,0,89.0,0.0,89.0,MXN,18.3099,1629.58,258,22962.0,8370,0.0308,95.55,366.63,0.0637,10000,3,6,1
2024-01-22,MX,+15%,3,121,22,0,0,89.0,0.0,89.0,MXN,18.4515,1642.18,223,19847.0,6968,0.032,88.78,366.58,0.07,10000,4,0,0
2024-01-23,MX,+15%,3,121,23,0,0,89.0,0.0,89.0,MXN,18.5385,1649.93,220,19580.0,6314,0.0348,79.72,375.7,0.0568,10000,4,1,0
2024-01-24,MX,+15%,3,121,24,0,0,89.0,0.0,89.0,MXN,18.5906,1654.56,222,19758.0,7356,0.0302,90.36,363.27,0.0701,10000,4,2,0
2024-01-25,MX,+15%,3,121,25,0,0,89.0,0.0,89.0,MXN,18.4773,1644.48,218,19402.0,7612,0.0286,66.42,366.15,0.0674,10000,4,3,0
2024-01-26,MX,+15%,3,121,26,0,0,89.0,0.0,89.0,MXN,18.6173,1656.94,280,24920.0,8709,0.0322,82.11,376.23,0.0536,10000,4,4,0
2024-01-27,MX,+15%,3,121,27,0,0,89.0,0.0,89.0,MXN,18.428,1640.09,270,24030.0,8469,0.0319,87.52,370.6,0.061,10000,4,5,1
2024-01-28,MX,+15%,3,121,28,0,0,89.0,0.0,89.0,MXN,18.5662,1652.39,236,21004.0,7627,0.0309,88.0,368.3,0.0766,10000,4,6,1
2024-01-29,MX,+15%,3,121,29,0,0,89.0,0.0,89.0,MXN,18.5835,1653.93,225,20025.0,6996,0.0322,76.49,377.4,0.0756,10000,5,0,0
2024-01-30,MX,+15%,3,121,30,0,0,89.0,0.0,89.0,MXN,18.3489,1633.05,205,18245.0,7093,0.0289,89.78,363.29,0.0648,10000,5,1,0
2024-01-31,MX,+15%,3,121,31,0,0,89.0,0.0,89.0,MXN,18.6806,1662.57,219,19491.0,7466,0.0293,82.6,374.33,0.0559,10000,5,2,0
2024-02-01,MX,+15%,3,121,32,0,0,89.0,0.0,89.0,MXN,18.7138,1665.53,187,16643.0,5107,0.0366,71.49,369.38,0.0775,10000,5,3,0
2024-02-02,MX,+15%,3,121,33,0,0,89.0,0.0,89.0,MXN,18.5899,1654.5,220,19580.0,6952,0.0316,83.9,357.9,0.0806,10000,5,4,0
2024-02-03,MX,+15%,3,121,34,0,0,89.0,0.0,89.0,MXN,18.4897,1645.58,226,20114.0,7697,0.0294,79.66,357.3,0.0642,10000,5,5,1
2024-02-04,MX,+15%,3,121,35,0,0,89.0,0.0,89.0,MXN,18.3215,1630.62,231,20559.0,6926,0.0334,82.75,362.09,0.0611,10000,5,6,1
2024-02-05,MX,+15%,3,121,36,0,0,89.0,0.0,89.0,MXN,18.2327,1622.71,232,20648.0,6670,0.0348,76.74,374.59,0.0553,10000,6,0,0
2024-02-06,MX,+15%,3,121,37,0,0,89.0,0.0,89.0,MXN,18.6467,1659.56,197,17533.0,6698,0.0294,81.04,364.65,0.0698,10000,6,1,0
2024-02-07,MX,+15%,3,121,38,0,0,89.0,0.0,89.0,MXN,18.2934,1628.12,193,17177.0,6793,0.0284,82.71,375.87,0.0723,10000,6,2,0
2024-02-08,MX,+15%,3,121,39,0,0,89.0,0.0,89.0,MXN,18.1444,1614.85,216,19224.0,6379,0.0339,84.36,369.8,0.0641,10000,6,3,0
2024-02-09,MX,+15%,3,121,40,0,0,89.0,0.0,89.0,MXN,18.5584,1651.7,231,20559.0,7688,0.03,82.59,371.29,0.0588,10000,6,4,0
2024-02-10,MX,+15%,3,121,41,0,0,89.0,0.0,89.0,MXN,18.6759,1662.16,227,20203.0,7948,0.0286,85.76,366.79,0.0565,10000,6,5,1
2024-02-11,MX,+15%,3,121,42,0,0,89.0,0.0,89.0,MXN,18.5888,1654.4,225,20025.0,7712,0.0292,64.87,379.66,0.0683,10000,6,6,1
2024-02-12,MX,+15%,3,121,43,0,0,89.0,0.0,89.0,MXN,18.5036,1646.82,187,16643.0,6146,0.0304,72.33,366.17,0.0787,10000,7,0,0
2024-02-13,MX,+15%,3,121,44,0,0,89.0,0.0,89.0,MXN,18.4423,1641.36,209,18601.0,6892,0.0303,80.9,370.42,0.0656,10000,7,1,0
2024-02-14,MX,+15%,3,121,45,0,0,89.0,0.0,89.0,MXN,18.6222,1657.38,234,20826.0,8001,0.0292,83.44,360.01,0.0633,10000,7,2,0
2024-02-15,MX,+15%,3,121,46,0,0,89.0,0.0,89.0,MXN,18.3123,1629.79,237,21093.0,9004,0.0263,81.29,378.34,0.0734,10000,7,3,0
2024-02-16,MX,+15%,3,121,47,0,0,89.0,0.0,89.0,MXN,18.5663,1652.4,223,19847.0,6810,0.0327,82.7,356.44,0.0673,10000,7,4,0
2024-02-17,MX,+15%,3,121,48,0,0,89.0,0.0,89.0,MXN,18.5326,1649.4,227,20203.0,6991,0.0325,84.86,364.57,0.0813,10000,7,5,1
2024-02-18,MX,+15%,3,121,49,0,0,89.0,0.0,89.0,MXN,18.5689,1652.63,226,20114.0,5900,0.0383,87.08,357.16,0.0721,10000,7,6,1
2024-02-19,MX,+15%,3,121,50,0,0,89.0,0.0,89.0,MXN,18.5566,1651.53,195,17355.0,7503,0.026,78.23,380.16,0.0719,10000,8,0,0
2024-02-20,MX,+15%,3,121,51,0,0,89.0,0.0,89.0,MXN,18.4473,1641.81,228,20292.0,8138,0.028,74.82,368.56,0.059,10000,8,1,0
2024-02-21,MX,+15%,3,121,52,0,0,89.0,0.0,89.0,MXN,18.3404,1632.29,192,17088.0,5387,0.0356,82.66,364.29,0.06,10000,8,2,0
2024-02-22,MX,+15%,3,121,53,0,0,89.0,0.0,89.0,MXN,18.5547,1651.37,207,18423.0,7725,0.0268,73.17,363.03,0.0703,10000,8,3,0
2024-02-23,MX,+15%,3,121,54,0,0,89.0,0.0,89.0,MXN,18.2685,1625.89,196,17444.0,6336,0.0309,83.19,354.71,0.049,10000,8,4,0
2024-02-24,MX,+15%,3,121,55,0,0,89.0,0.0,89.0,MXN,18.4181,1639.21,193,17177.0,6374,0.0303,91.54,373.25,0.075,10000,8,5,1
2024-02-25,MX,+15%,3,121,56,0,0,89.0,0.0,89.0,MXN,18.6991,1664.22,227,20203.0,6924,0.0328,61.2,368.45,0.0722,10000,8,6,1
2024-02-26,MX,+15%,3,121,57,0,0,89.0,0.0,89.0,MXN,18.565,1652.29,220,19580.0,6156,0.0357,82.7,369.05,0.0695,10000,9,0,0
2024-02-27,MX,+15%,3,121,58,0,0,89.0,0.0,89.0,MXN,18.3772,1635.57,199,17711.0,6070,0.0328,90.88,376.66,0.0561,10000,9,1,0
2024-02-28,MX,+15%,3,121,59,0,0,89.0,0.0,89.0,MXN,18.3967,1637.31,211,18779.0,6558,0.0322,83.94,367.92,0.079,10000,9,2,0
2024-02-29,MX,+15%,3,121,60,0,0,89.0,0.0,89.0,MXN,18.4927,1645.85,229,20381.0,7549,0.0303,75.07,372.7,0.067,10000,9,3,0
2024-03-01,MX,+15%,3,121,61,0,0,89.0,0.0,89.0,MXN,18.5738,1653.07,230,20470.0,7212,0.0319,78.22,371.05,0.0663,10000,9,4,0
2024-03-02,MX,+15%,3,121,62,0,0,89.0,0.0,89.0,MXN,18.4457,1641.66,275,24475.0,7699,0.0357,72.07,375.98,0.0617,10000,9,5,1
